iter	RMSE
685	0.1618411714
686	0.1617964933
687	0.1617807127
688	0.1617704488
689	0.1617488737
690	0.1617369731
691	0.1617274291
692	0.1617002116
693	0.1616817168
694	0.161675182
695	0.1616582409
696	0.1616563605
697	0.1616457349
698	0.1616332371
699	0.1616278542
700	0.1616184732
701	0.1615967856
702	0.1615914374
703	0.161591343
704	0.1615870973
705	0.1615747624
706	0.1615460863
707	0.1615349634
708	0.1615291372
709	0.1615178327
710	0.1615153988
711	0.1615153717
712	0.1614991342
713	0.1614804505
714	0.161461103
715	0.161460164
716	0.1614567758
717	0.1613925411
718	0.1613566961
719	0.1613306233
720	0.1613086213
721	0.1612416148
722	0.1611816387
723	0.1611589596
724	0.1611271929
725	0.1611230365
726	0.1611122422
727	0.1611064214
728	0.1610949901
729	0.1610780233
730	0.1610685724
731	0.1610521012
732	0.1610133561
733	0.1610019116
734	0.1609846762
735	0.1609789252
736	0.160968704
737	0.1609600164
738	0.1609291587
739	0.1609248318
740	0.1608879562
741	0.1608848965
742	0.1608827411
743	0.1608431364
744	0.1608405585
745	0.1608401931
746	0.1608204131
747	0.1608202974
748	0.160796507
749	0.160792949
750	0.1607924945
751	0.1607780123
752	0.1607586282
753	0.160746423
754	0.1607274338
755	0.1607231101
756	0.1607167044
757	0.1607164776
758	0.1606849904
759	0.1606678349
760	0.1606621595
761	0.1606467115
762	0.1606347863
763	0.1605936795
764	0.1605935159
765	0.1605567246
766	0.1605119566
767	0.1604921412
768	0.1604773391
769	0.160452693
770	0.1604326375
771	0.1604321291
772	0.1604096907
773	0.1604016636
774	0.1604007159
775	0.1603928698
776	0.160379998
777	0.1603781788
778	0.1603726624
779	0.1603710145
780	0.1603701554
781	0.160322106
782	0.160321771
783	0.160300579
784	0.1602756076
785	0.1602754659
786	0.1602579935
787	0.1602473153
788	0.160236354
789	0.1602299478
790	0.1602206735
791	0.1601839714
792	0.1601713581
793	0.1601709178
794	0.1601558263
795	0.1601491217
796	0.1601488327
797	0.1601487596
798	0.160148266
799	0.160141866
800	0.1601414174
801	0.1601359743
802	0.1601276793
803	0.1601125181
804	0.1600890613
805	0.1600712177
806	0.1600307817
807	0.1600179136
808	0.1600030856
809	0.1599765325
810	0.1599713462
811	0.1599709409
812	0.1599661446
813	0.1599607587
814	0.15995952
815	0.1599580764
816	0.1599458292
817	0.1599385911
818	0.1599167682
819	0.1599130973
820	0.1599102951
821	0.1599018658
822	0.1599011822
823	0.1598874672
824	0.1598830546
825	0.1598699752
826	0.1598699127
827	0.1598573612
828	0.159857014
829	0.1598541502
830	0.1598474024
831	0.1598383574
832	0.1598305985
833	0.1598287712
834	0.1598119376
835	0.1597934941
836	0.1597861583
837	0.1597860124
838	0.1597845354
839	0.1597802678
840	0.159778635
841	0.1597538052
842	0.1597458367
843	0.1597457732
844	0.159742748
845	0.159741871
846	0.1597329894
847	0.1597300242
848	0.1597293622
849	0.159697007
850	0.1596858651
851	0.1596852203
852	0.1596787493
853	0.1596777019
854	0.1596667417
855	0.1596358164
856	0.1596272806
857	0.1596240568
858	0.1596120411
859	0.1596080241
860	0.1596049144
861	0.1595969133
862	0.1595902625
863	0.1595836745
864	0.1595638183
865	0.1595637036
866	0.1595636167
867	0.1595636098
868	0.1595469037
869	0.1595434565
870	0.1595431387
871	0.1595430304
872	0.1595296384
873	0.1595152846
874	0.1595042677
875	0.1594909735
876	0.159488385
877	0.1594882043
878	0.1594365895
879	0.1594161852
880	0.1593662182
881	0.1593567315
882	0.1593346846
883	0.1593239784
884	0.1593238039
885	0.1593054931
886	0.1592813733
887	0.1592793809
888	0.1592621653
889	0.1592487958
890	0.1592429107
891	0.1592391124
892	0.1592358322
893	0.1592062313
894	0.1591804024
895	0.1591797591
896	0.1591546117
897	0.1591545232
898	0.1591406138
899	0.1591283691
900	0.1591279763
901	0.1591245939
902	0.1591113527
903	0.1591084066
904	0.1591074569
905	0.159084283
906	0.1590832612
907	0.1590311708
908	0.1590077991
909	0.1590069108
910	0.1590047116
911	0.1590042837
912	0.1590019521
913	0.1589968767
